premise	hypothesis	entailment	reasoning_type	function_name	g_id
Sophia is meditating. Emma is running.	Sophia is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. Emma is running.	Sophia is not moving.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. Emma is running.	Emma is moving.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is meditating. Emma is running.	Emma is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is meditating. Emma is running.	Emma is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is meditating. Emma is running.	Emma is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is meditating. James is running.	Emma is moving.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. James is running.	Emma is in motion.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. James is running.	Emma is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. James is running.	Emma is not moving.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. James is running.	James is moving.	entailment	motion	two_motion_two_hop_jerund	0
Emma is meditating. James is running.	James is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Emma is meditating. James is running.	James is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is meditating. James is running.	James is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is meditating. Robert is running.	Emma is moving.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Robert is running.	Emma is in motion.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Robert is running.	Emma is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Robert is running.	Emma is not moving.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Robert is running.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
Emma is meditating. Robert is running.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Emma is meditating. Robert is running.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is meditating. Robert is running.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is meditating. Sophia is running.	Emma is moving.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Sophia is running.	Emma is in motion.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Sophia is running.	Emma is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Sophia is running.	Emma is not moving.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Sophia is running.	Sophia is moving.	entailment	motion	two_motion_two_hop_jerund	0
Emma is meditating. Sophia is running.	Sophia is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Emma is meditating. Sophia is running.	Sophia is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is meditating. Sophia is running.	Sophia is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is meditating. Robert is hiking.	James is moving.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Robert is hiking.	James is in motion.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Robert is hiking.	James is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Robert is hiking.	James is not moving.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Robert is hiking.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
James is meditating. Robert is hiking.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
James is meditating. Robert is hiking.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is meditating. Robert is hiking.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is meditating. Sophia is hiking.	James is moving.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Sophia is hiking.	James is in motion.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Sophia is hiking.	James is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Sophia is hiking.	James is not moving.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Sophia is hiking.	Sophia is moving.	entailment	motion	two_motion_two_hop_jerund	0
James is meditating. Sophia is hiking.	Sophia is in motion.	entailment	motion	two_motion_two_hop_jerund	0
James is meditating. Sophia is hiking.	Sophia is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is meditating. Sophia is hiking.	Sophia is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is meditating. Emma is hiking.	James is moving.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Emma is hiking.	James is in motion.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Emma is hiking.	James is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Emma is hiking.	James is not moving.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Emma is hiking.	Emma is moving.	entailment	motion	two_motion_two_hop_jerund	0
James is meditating. Emma is hiking.	Emma is in motion.	entailment	motion	two_motion_two_hop_jerund	0
James is meditating. Emma is hiking.	Emma is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is meditating. Emma is hiking.	Emma is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is meditating. James is hiking.	Robert is moving.	neutral	motion	two_motion_two_hop_jerund	2
Robert is meditating. James is hiking.	Robert is in motion.	neutral	motion	two_motion_two_hop_jerund	2
Robert is meditating. James is hiking.	Robert is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
Robert is meditating. James is hiking.	Robert is not moving.	neutral	motion	two_motion_two_hop_jerund	2
Robert is meditating. James is hiking.	James is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is meditating. James is hiking.	James is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is meditating. James is hiking.	James is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is meditating. James is hiking.	James is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is meditating. Sophia is hiking.	Robert is moving.	neutral	motion	two_motion_two_hop_jerund	2
Robert is meditating. Sophia is hiking.	Robert is in motion.	neutral	motion	two_motion_two_hop_jerund	2
Robert is meditating. Sophia is hiking.	Robert is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
Robert is meditating. Sophia is hiking.	Robert is not moving.	neutral	motion	two_motion_two_hop_jerund	2
Robert is meditating. Sophia is hiking.	Sophia is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is meditating. Sophia is hiking.	Sophia is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is meditating. Sophia is hiking.	Sophia is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is meditating. Sophia is hiking.	Sophia is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is meditating. Emma is hiking.	Robert is moving.	neutral	motion	two_motion_two_hop_jerund	2
Robert is meditating. Emma is hiking.	Robert is in motion.	neutral	motion	two_motion_two_hop_jerund	2
Robert is meditating. Emma is hiking.	Robert is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
Robert is meditating. Emma is hiking.	Robert is not moving.	neutral	motion	two_motion_two_hop_jerund	2
Robert is meditating. Emma is hiking.	Emma is moving.	entailment	motion	two_motion_two_hop_jerund	0
Robert is meditating. Emma is hiking.	Emma is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Robert is meditating. Emma is hiking.	Emma is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Robert is meditating. Emma is hiking.	Emma is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is meditating. James is hiking.	Sophia is moving.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. James is hiking.	Sophia is in motion.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. James is hiking.	Sophia is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. James is hiking.	Sophia is not moving.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. James is hiking.	James is moving.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is meditating. James is hiking.	James is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is meditating. James is hiking.	James is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is meditating. James is hiking.	James is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is meditating. Robert is hiking.	Sophia is moving.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. Robert is hiking.	Sophia is in motion.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. Robert is hiking.	Sophia is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. Robert is hiking.	Sophia is not moving.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. Robert is hiking.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is meditating. Robert is hiking.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is meditating. Robert is hiking.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is meditating. Robert is hiking.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is meditating. Emma is hiking.	Sophia is moving.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. Emma is hiking.	Sophia is in motion.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. Emma is hiking.	Sophia is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. Emma is hiking.	Sophia is not moving.	neutral	motion	two_motion_two_hop_jerund	2
Sophia is meditating. Emma is hiking.	Emma is moving.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is meditating. Emma is hiking.	Emma is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Sophia is meditating. Emma is hiking.	Emma is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Sophia is meditating. Emma is hiking.	Emma is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is meditating. James is hiking.	Emma is moving.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. James is hiking.	Emma is in motion.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. James is hiking.	Emma is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. James is hiking.	Emma is not moving.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. James is hiking.	James is moving.	entailment	motion	two_motion_two_hop_jerund	0
Emma is meditating. James is hiking.	James is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Emma is meditating. James is hiking.	James is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is meditating. James is hiking.	James is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is meditating. Robert is hiking.	Emma is moving.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Robert is hiking.	Emma is in motion.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Robert is hiking.	Emma is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Robert is hiking.	Emma is not moving.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Robert is hiking.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
Emma is meditating. Robert is hiking.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Emma is meditating. Robert is hiking.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is meditating. Robert is hiking.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is meditating. Sophia is hiking.	Emma is moving.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Sophia is hiking.	Emma is in motion.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Sophia is hiking.	Emma is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Sophia is hiking.	Emma is not moving.	neutral	motion	two_motion_two_hop_jerund	2
Emma is meditating. Sophia is hiking.	Sophia is moving.	entailment	motion	two_motion_two_hop_jerund	0
Emma is meditating. Sophia is hiking.	Sophia is in motion.	entailment	motion	two_motion_two_hop_jerund	0
Emma is meditating. Sophia is hiking.	Sophia is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
Emma is meditating. Sophia is hiking.	Sophia is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is meditating. Robert is cycling.	James is moving.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Robert is cycling.	James is in motion.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Robert is cycling.	James is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Robert is cycling.	James is not moving.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Robert is cycling.	Robert is moving.	entailment	motion	two_motion_two_hop_jerund	0
James is meditating. Robert is cycling.	Robert is in motion.	entailment	motion	two_motion_two_hop_jerund	0
James is meditating. Robert is cycling.	Robert is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is meditating. Robert is cycling.	Robert is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is meditating. Sophia is cycling.	James is moving.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Sophia is cycling.	James is in motion.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Sophia is cycling.	James is not in motion.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Sophia is cycling.	James is not moving.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Sophia is cycling.	Sophia is moving.	entailment	motion	two_motion_two_hop_jerund	0
James is meditating. Sophia is cycling.	Sophia is in motion.	entailment	motion	two_motion_two_hop_jerund	0
James is meditating. Sophia is cycling.	Sophia is not in motion.	contradiction	motion	two_motion_two_hop_jerund	1
James is meditating. Sophia is cycling.	Sophia is not moving.	contradiction	motion	two_motion_two_hop_jerund	1
James is meditating. Emma is cycling.	James is moving.	neutral	motion	two_motion_two_hop_jerund	2
James is meditating. Emma is cycling.	James is in motion.	neutral	motion	two_motion_two_hop_jerund	2
